Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,522.000000,525.900024,515.049988,516.700012,459.448975,325104
2017-01-03,516.900024,516.900024,506.450012,507.899994,451.623993,336558
2017-01-04,513.900024,528.500000,510.000000,526.400024,468.074249,808723
2017-01-05,533.000000,536.000000,521.150024,523.700012,465.673370,731092
2017-01-06,522.000000,523.400024,496.049988,500.200012,444.777130,1235324
2017-01-09,495.049988,499.950012,487.000000,495.500000,440.598022,674209
2017-01-10,498.000000,499.950012,485.600006,487.149994,433.173096,465634
2017-01-11,486.899994,494.399994,483.500000,487.299988,433.306488,389807
2017-01-12,490.950012,497.350006,487.100006,491.299988,436.863251,482524
2017-01-13,497.000000,500.950012,487.350006,490.850006,436.463165,370548
2017-01-16,485.299988,488.950012,481.250000,484.950012,431.216919,210193
2017-01-17,484.950012,488.700012,481.649994,484.850006,431.128021,210027
2017-01-18,483.950012,498.000000,482.500000,495.500000,440.598022,426442
2017-01-19,498.549988,500.000000,483.000000,485.100006,431.350220,508958
2017-01-20,481.000000,483.000000,470.500000,475.250000,422.591736,960247
2017-01-23,470.000000,477.700012,465.200012,471.299988,419.079376,619942
2017-01-24,471.000000,475.399994,468.200012,470.250000,418.145660,247483
2017-01-25,470.299988,471.000000,460.200012,461.649994,412.251923,608304
2017-01-27,462.000000,475.000000,461.500000,472.500000,421.940887,421239
2017-01-30,472.899994,475.000000,463.549988,465.549988,415.734528,315125
2017-01-31,467.500000,467.500000,445.100006,450.500000,402.294983,1236174
2017-02-01,449.600006,462.000000,433.350006,459.850006,410.644501,998069
2017-02-02,459.700012,464.000000,450.649994,461.000000,411.671478,484663
2017-02-03,461.049988,464.899994,455.100006,459.350006,410.197998,716633
2017-02-06,460.549988,467.799988,457.899994,464.850006,415.109497,408238
2017-02-07,465.100006,467.350006,451.100006,452.799988,404.348785,601579
2017-02-08,454.000000,457.799988,448.350006,450.100006,401.937744,582072
2017-02-09,453.950012,459.000000,448.100006,457.600006,408.635284,652631
2017-02-10,459.000000,468.000000,458.750000,466.649994,416.716797,810339
2017-02-13,468.000000,471.750000,462.649994,468.149994,418.056366,361833
2017-02-14,468.500000,470.250000,451.149994,455.100006,406.402771,468060
2017-02-15,455.000000,465.000000,452.100006,457.649994,408.679871,694915
2017-02-16,459.049988,470.000000,459.000000,468.000000,417.922363,458206
2017-02-17,472.700012,477.799988,467.450012,475.149994,424.307343,590932
2017-02-20,479.299988,479.299988,470.700012,474.399994,423.637543,307177
2017-02-21,479.000000,482.000000,472.750000,474.399994,423.637543,433553
2017-02-22,471.000000,477.000000,465.000000,468.200012,418.101074,330083
2017-02-23,471.600006,475.000000,467.250000,469.899994,419.619141,472894
2017-02-27,470.000000,474.950012,469.149994,471.149994,420.735382,317430
2017-02-28,472.000000,475.500000,468.799988,474.299988,423.548279,237459
2017-03-01,474.799988,477.000000,469.250000,471.950012,421.449768,304721
2017-03-02,472.000000,476.200012,458.250000,460.299988,411.046326,331943
2017-03-03,458.700012,466.000000,457.000000,464.600006,414.886200,206156
2017-03-06,462.399994,465.100006,455.600006,460.250000,411.001709,226179
2017-03-07,460.250000,481.600006,458.899994,478.700012,427.477509,893126
2017-03-08,475.100006,479.899994,465.500000,469.250000,419.038666,528582
2017-03-09,469.950012,480.350006,469.200012,472.649994,422.074890,478165
2017-03-10,474.450012,484.799988,473.000000,474.799988,423.994751,737274
2017-03-14,482.000000,482.000000,469.100006,470.850006,420.467468,330180
2017-03-15,473.950012,474.000000,465.100006,466.549988,416.627533,485463
2017-03-16,467.100006,472.500000,467.100006,469.750000,419.485168,380943
2017-03-17,472.000000,475.500000,467.100006,473.450012,422.789276,380674
2017-03-20,475.000000,482.000000,472.450012,474.100006,423.369659,647299
2017-03-21,478.000000,478.000000,471.049988,474.850006,424.039459,631661
2017-03-22,472.049988,479.000000,471.049988,472.299988,421.762299,398826
2017-03-23,475.899994,476.899994,469.350006,472.200012,421.673035,258278
2017-03-24,472.200012,475.799988,468.000000,469.549988,419.306519,194652
2017-03-27,471.250000,472.000000,460.500000,461.299988,411.939392,270449
2017-03-28,461.299988,463.649994,458.299988,459.950012,410.733765,287406
2017-03-29,462.899994,465.000000,455.000000,456.100006,407.295776,356751
2017-03-30,456.799988,461.149994,451.850006,453.200012,404.706085,1283279
2017-03-31,455.700012,458.350006,451.149994,452.950012,404.482758,943227
2017-04-03,454.000000,459.000000,450.950012,457.600006,408.635284,272242
2017-04-05,454.950012,457.649994,450.100006,454.450012,405.822296,268694
2017-04-06,455.000000,456.700012,446.549988,448.600006,400.598297,284329
2017-04-07,446.000000,452.350006,444.000000,446.649994,400.643127,381172
2017-04-10,445.000000,453.049988,444.250000,445.200012,399.342468,288309
2017-04-11,444.000000,452.500000,444.000000,450.850006,404.410583,214915
2017-04-12,452.549988,452.899994,445.850006,448.049988,401.898865,367185
2017-04-13,448.500000,448.500000,442.000000,442.899994,397.279388,196268
2017-04-17,442.899994,444.899994,435.000000,436.200012,391.269470,364513
2017-04-18,438.000000,444.250000,436.350006,440.750000,395.350891,339930
2017-04-19,441.850006,446.350006,437.000000,441.649994,396.158142,262065
2017-04-20,444.000000,447.450012,435.049988,442.600006,397.010284,548187
2017-04-21,447.000000,461.000000,445.450012,449.850006,403.513489,1945725
2017-04-24,452.100006,453.950012,445.850006,450.450012,404.051727,373308
2017-04-25,451.000000,471.799988,449.549988,470.549988,422.081329,973085
2017-04-26,473.100006,485.899994,465.399994,478.399994,429.122742,1042852
2017-04-27,477.899994,493.000000,477.200012,490.350006,439.841827,1222532
2017-04-28,491.000000,491.500000,484.049988,485.299988,435.312012,279782
2017-05-02,485.299988,491.350006,480.000000,485.450012,435.446564,209593
2017-05-03,489.149994,494.899994,483.299988,486.049988,435.984741,499198
2017-05-04,486.000000,489.899994,481.200012,486.600006,436.478180,282168
2017-05-05,489.500000,497.500000,482.200012,495.950012,444.865051,540505
2017-05-08,498.549988,508.549988,498.549988,502.850006,451.054291,692189
2017-05-09,506.000000,507.000000,500.350006,505.100006,453.072540,240773
2017-05-10,510.000000,513.200012,499.049988,500.649994,449.080933,354931
2017-05-11,501.000000,508.950012,494.350006,505.750000,453.655579,344818
2017-05-12,506.000000,515.650024,500.600006,510.600006,458.005981,688154
2017-05-15,507.350006,515.000000,505.899994,509.450012,456.974487,271952
2017-05-16,507.000000,515.849976,506.000000,511.299988,458.633850,207011
2017-05-17,507.049988,519.700012,502.750000,506.350006,454.193756,391401
2017-05-18,502.000000,516.750000,486.000000,492.899994,442.129181,852336
2017-05-19,491.950012,502.950012,489.500000,497.500000,446.255341,352273
2017-05-22,499.950012,511.850006,497.100006,502.350006,450.605774,399974
2017-05-23,504.000000,507.450012,491.000000,501.149994,449.529388,452893
2017-05-24,502.000000,515.000000,494.049988,509.950012,457.423004,823967
2017-05-25,513.700012,549.500000,508.450012,543.900024,487.876007,1632427
2017-05-26,540.000000,544.000000,532.000000,535.200012,480.072144,461613
2017-05-29,532.500000,552.049988,521.599976,530.549988,475.901031,718355
2017-05-30,530.549988,540.000000,524.000000,537.400024,482.045532,475566
2017-05-31,540.000000,549.799988,534.500000,543.950012,487.920868,617800
2017-06-01,545.049988,549.000000,535.000000,537.400024,482.045532,504801
2017-06-02,537.799988,543.799988,533.099976,539.900024,484.287933,312022
2017-06-05,540.000000,560.000000,536.299988,557.450012,500.030182,960839
2017-06-06,560.000000,565.900024,544.400024,546.700012,490.387543,931646
2017-06-07,549.500000,556.099976,513.549988,536.900024,481.596985,957153
2017-06-08,538.500000,546.349976,528.000000,543.500000,487.517242,459527
2017-06-09,542.000000,542.750000,534.150024,538.750000,483.256500,229279
2017-06-12,536.099976,544.549988,528.049988,539.799988,484.198303,379066
2017-06-13,540.900024,542.349976,530.200012,531.799988,477.022278,320855
2017-06-14,531.700012,536.750000,516.450012,523.299988,469.397858,671432
2017-06-15,521.049988,523.750000,515.049988,517.849976,464.509155,210643
2017-06-16,518.049988,525.450012,511.149994,514.950012,461.907928,385256
2017-06-19,518.700012,520.450012,511.600006,515.900024,462.760162,188878
2017-06-20,516.000000,525.000000,516.000000,519.750000,466.213531,442425
2017-06-21,517.849976,524.000000,515.049988,519.599976,466.078918,414457
2017-06-22,520.000000,530.849976,518.250000,521.000000,467.334808,403163
2017-06-23,531.950012,537.500000,525.000000,532.000000,477.201782,1238632
2017-06-27,537.000000,540.000000,516.049988,526.650024,472.402832,699296
2017-06-28,525.000000,534.000000,520.549988,531.099976,476.394409,336692
2017-06-29,548.700012,548.700012,525.299988,528.700012,474.241638,2877419
2017-06-30,529.099976,532.000000,523.000000,529.000000,474.510712,470377
2017-07-03,530.900024,534.000000,525.099976,529.049988,474.555542,823697
2017-07-04,535.000000,535.950012,529.049988,534.400024,479.354523,912799
2017-07-05,535.000000,545.700012,535.000000,541.799988,485.992249,1592847
2017-07-06,542.000000,546.599976,539.599976,544.799988,488.683197,820255
2017-07-07,544.900024,548.799988,538.049988,539.150024,483.615234,1034523
2017-07-10,528.000000,534.799988,527.000000,529.650024,477.752167,78501
2017-07-11,530.500000,531.500000,523.400024,524.700012,473.287201,499551
2017-07-12,523.000000,525.900024,513.150024,514.299988,463.906128,609499
2017-07-13,516.849976,520.000000,510.100006,513.750000,463.410095,429212
2017-07-14,513.750000,518.799988,510.549988,514.950012,464.492493,692155
2017-07-17,515.900024,520.349976,512.150024,514.000000,463.635620,819291
2017-07-18,516.900024,516.900024,506.000000,508.399994,458.584320,462809
2017-07-19,511.750000,520.000000,505.250000,506.649994,457.005768,1084370
2017-07-20,485.000000,500.000000,482.500000,484.299988,436.845795,2193659
2017-07-21,486.899994,487.700012,478.750000,484.250000,436.800690,783117
2017-07-24,485.000000,489.899994,482.100006,483.549988,436.169281,291492
2017-07-25,485.600006,485.600006,475.000000,481.850006,434.635895,357817
2017-07-26,481.899994,484.299988,479.100006,480.200012,433.147522,224292
2017-07-27,480.200012,485.149994,479.000000,481.799988,434.590729,462695
2017-07-28,483.149994,483.149994,476.750000,479.500000,432.516113,118353
2017-07-31,481.850006,483.899994,476.049988,477.450012,430.666992,150644
2017-08-01,477.350006,479.200012,469.450012,472.600006,426.292206,371419
2017-08-02,474.000000,476.450012,470.000000,473.299988,426.923584,188148
2017-08-03,470.049988,473.250000,461.500000,465.899994,420.248688,215576
2017-08-04,464.799988,473.250000,461.750000,471.049988,424.894043,439102
2017-08-07,471.000000,485.350006,468.100006,483.200012,435.853546,357082
2017-08-08,482.000000,483.350006,468.899994,473.649994,427.239319,275869
2017-08-09,474.600006,474.600006,461.250000,464.350006,418.850586,140954
2017-08-10,461.700012,465.649994,442.450012,451.299988,407.079254,220211
2017-08-11,450.000000,461.200012,440.600006,457.149994,412.356079,238168
2017-08-14,459.000000,469.000000,459.000000,467.250000,421.466400,160503
2017-08-16,469.100006,470.000000,461.500000,468.000000,422.142914,123268
2017-08-17,468.100006,480.000000,468.049988,475.700012,429.088440,222738
2017-08-18,475.700012,479.899994,462.500000,466.200012,420.519226,257169
2017-08-21,467.950012,472.049988,460.100006,461.399994,416.189667,103305
2017-08-22,461.500000,463.000000,451.399994,453.950012,409.469666,241643
2017-08-23,455.250000,464.100006,453.000000,460.899994,415.738678,232458
2017-08-24,459.350006,469.100006,459.350006,468.200012,422.323303,85512
2017-08-28,468.600006,480.600006,468.600006,478.000000,431.163086,367103
2017-08-29,477.000000,478.000000,466.899994,472.100006,425.841187,310572
2017-08-30,473.000000,476.000000,459.000000,462.100006,416.821045,310351
2017-08-31,461.000000,470.750000,458.049988,461.000000,415.828857,437018
2017-09-01,463.299988,466.600006,459.299988,460.850006,415.693573,219330
2017-09-04,461.700012,463.950012,452.600006,454.899994,410.326599,141380
2017-09-05,456.000000,458.799988,450.250000,455.100006,410.506989,213952
2017-09-06,451.000000,454.000000,449.649994,450.600006,406.447876,196333
2017-09-07,450.899994,455.000000,443.899994,445.250000,401.622070,262010
2017-09-08,444.950012,456.500000,439.049988,442.850006,399.457214,818456
2017-09-11,443.000000,451.450012,443.000000,446.600006,402.839844,706177
2017-09-12,445.600006,448.750000,439.549988,442.500000,399.141571,628471
2017-09-13,443.000000,449.250000,443.000000,444.250000,400.720032,365175
2017-09-14,447.500000,463.700012,444.750000,462.549988,417.226959,995789
2017-09-15,463.899994,469.799988,461.200012,465.049988,419.481934,704455
2017-09-18,467.899994,474.600006,466.500000,472.950012,426.607880,451015
2017-09-19,473.450012,475.000000,467.000000,473.450012,427.058929,234782
2017-09-20,474.950012,477.399994,461.549988,464.299988,418.805481,432822
2017-09-21,465.100006,469.299988,453.500000,462.500000,417.181854,613293
2017-09-22,461.750000,471.850006,459.350006,464.200012,418.715271,365550
2017-09-25,460.000000,468.600006,451.100006,465.049988,419.481934,516584
2017-09-26,464.899994,472.000000,460.049988,471.100006,424.939148,251415
2017-09-27,467.450012,474.950012,456.399994,458.799988,413.844421,414942
2017-09-28,460.899994,466.049988,452.049988,461.899994,416.640686,954583
2017-09-29,464.500000,467.750000,460.500000,464.850006,419.301605,246685
2017-10-03,465.000000,482.049988,465.000000,479.200012,432.245544,518751
2017-10-04,483.000000,485.549988,478.350006,480.200012,433.147522,263337
2017-10-05,484.000000,485.899994,472.649994,478.350006,431.478760,338782
2017-10-06,477.799988,483.850006,475.600006,480.049988,433.012207,356652
2017-10-09,482.000000,485.000000,474.200012,479.649994,432.651428,302548
2017-10-10,479.700012,491.799988,479.649994,490.299988,442.257874,572305
2017-10-11,490.350006,495.500000,477.350006,486.299988,438.649780,691937
2017-10-12,484.100006,495.799988,477.049988,483.350006,435.988831,1094199
2017-10-13,485.000000,486.399994,480.850006,484.549988,437.071320,264025
2017-10-16,485.799988,498.450012,480.950012,494.250000,445.820801,762619
2017-10-17,494.000000,506.750000,493.899994,504.350006,454.931183,1020796
2017-10-18,503.000000,507.899994,496.850006,502.100006,452.901642,288536
2017-10-19,500.000000,501.799988,495.149994,497.350006,448.617065,46300
2017-10-23,494.200012,507.750000,494.200012,502.950012,453.668396,403071
2017-10-24,504.799988,514.849976,500.000000,502.799988,453.533051,418949
2017-10-25,503.500000,510.000000,502.049988,507.149994,457.456726,453677
2017-10-26,505.700012,505.899994,482.100006,486.500000,438.830200,1729223
2017-10-27,486.000000,490.549988,472.000000,476.350006,429.674774,837203
2017-10-30,475.750000,485.549988,475.250000,479.549988,432.561157,281664
2017-10-31,479.549988,483.299988,473.450012,479.649994,432.651428,368425
2017-11-01,483.299988,484.000000,471.000000,474.750000,428.231537,328658
2017-11-02,471.700012,475.100006,469.100006,473.850006,429.227905,288705
2017-11-03,474.950012,490.000000,473.000000,480.950012,435.659363,375817
2017-11-06,485.000000,489.000000,481.649994,486.799988,440.958466,210264
2017-11-07,487.899994,504.799988,479.399994,484.549988,438.920410,1395626
2017-11-08,486.000000,498.299988,486.000000,493.350006,446.891632,552329
2017-11-09,498.000000,499.000000,486.250000,493.750000,447.253998,300417
2017-11-10,489.049988,502.799988,489.049988,494.250000,447.706909,359259
2017-11-13,493.100006,509.450012,492.399994,507.600006,459.799744,671685
2017-11-14,511.000000,514.000000,495.250000,497.500000,450.650848,648526
2017-11-15,497.500000,504.000000,490.000000,492.250000,445.895203,387896
