Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,505.549988,506.475006,499.674988,500.549988,437.759674,2335222
2017-01-03,502.049988,502.450012,491,496.924988,434.589447,6778482
2017-01-04,497.524994,502.100006,496.125,498.875,436.29483,7073586
2017-01-05,500.799988,504.75,494.375,498.075012,435.595154,8207074
2017-01-06,497.450012,499.424988,484.024994,486.125,425.144226,14393448
2017-01-09,486.125,488.475006,482.5,485.174988,424.313385,10545692
2017-01-10,488.5,490.5,483.975006,485.274994,424.400848,11939854
2017-01-11,487.100006,489.225006,481.975006,484.549988,423.766754,12241574
2017-01-12,488.774994,502.200012,488.774994,500.024994,437.300537,11855740
2017-01-13,515,520,481.350006,487.899994,426.696533,31276246
2017-01-16,482.5,482.725006,476.225006,477.825012,417.885468,12351372
2017-01-17,478.125,482,476.200012,477.700012,417.776123,5560094
2017-01-18,479.049988,480.5,474.899994,475.399994,415.764587,5952962
2017-01-19,475.5,479.799988,474.049988,479.049988,418.956665,8876480
2017-01-20,475,476.575012,473,474.350006,414.846313,9124742
2017-01-23,472.5,479,470,476.350006,416.595398,7948580
2017-01-24,475,475,470.049988,472.774994,413.468903,6826010
2017-01-25,473.049988,473.399994,467.399994,468.299988,409.555176,9978090
2017-01-27,466.924988,473.774994,450.575012,471.075012,411.982178,10635138
2017-01-30,468.75,475.75,464.424988,474.674988,415.130493,11369208
2017-01-31,470.75,470.75,452.174988,464.299988,406.057007,24068534
2017-02-01,460.549988,461.600006,452.575012,458.375,400.875275,11531782
2017-02-02,458.5,472.5,455.049988,467.950012,409.249176,11828268
2017-02-03,466.899994,470.450012,460.524994,468.049988,409.336578,8423958
2017-02-06,468.625,471.875,465.274994,467.625,408.964905,6727934
2017-02-07,466.5,474.899994,464.274994,471.125,412.025879,9268002
2017-02-08,468,472.049988,466.225006,468.25,409.511475,6319962
2017-02-09,468.5,475,468.274994,473,413.665649,11907266
2017-02-10,473.125,486,471.649994,484.149994,423.416962,12252452
2017-02-13,486.424988,493.049988,481.424988,492.174988,430.435272,13724268
2017-02-14,490,494.5,486.174988,493.850006,431.900177,9338818
2017-02-15,494.600006,499.399994,484.399994,490.899994,429.320221,7259486
2017-02-16,495.5,506.950012,495.024994,506.049988,442.569763,12815858
2017-02-17,506.875,506.875,496.350006,500.049988,437.322388,4851208
2017-02-20,498.25,515.5,496.75,505.125,441.760773,4650662
2017-02-21,511.049988,512.25,500.024994,506.799988,443.225616,7613996
2017-02-22,507.5,507.5,493.200012,495.075012,432.971436,6607838
2017-02-23,499.450012,510,496.674988,504.424988,441.148529,9542656
2017-02-27,503.649994,511.5,503.475006,506.200012,442.700958,5328696
2017-02-28,505.924988,511.350006,504.625,506.200012,442.700958,5940132
2017-03-01,506,513.5,505.049988,512.575012,448.276276,4282448
2017-03-02,512.200012,514,508.25,511.649994,447.467255,2948498
2017-03-03,505.125,517.150024,500.200012,515.599976,450.921753,5401612
2017-03-06,510.024994,517.974976,509.850006,516.950012,452.102448,5286386
2017-03-07,511,512.900024,507.350006,509.899994,445.936798,4644496
2017-03-08,508.450012,508.450012,502.225006,503.899994,440.689453,6179176
2017-03-09,503.899994,506.5,499.5,505.774994,442.329254,3480630
2017-03-10,507.5,513.825012,506.700012,510.924988,446.833191,4550324
2017-03-14,511.399994,520.950012,511.399994,517.400024,452.496033,7878396
2017-03-15,517.450012,517.450012,503.75,505.975006,442.50415,6373978
2017-03-16,506.649994,515.849976,506.649994,514.424988,449.894196,6702956
2017-03-17,517.700012,521.450012,509.625,520.150024,454.901031,9507846
2017-03-20,513.275024,513.275024,507.549988,510.75,446.680176,4427388
2017-03-21,510.450012,517.474976,509.399994,516.424988,451.643311,4869584
2017-03-22,511.225006,519.974976,510.200012,513.849976,449.391296,3990852
2017-03-23,514.125,521.5,513.299988,520.224976,454.966614,4501662
2017-03-24,519,522,513.849976,515.700012,451.009277,4883896
2017-03-27,513.599976,520.924988,512.25,514.424988,449.894196,7684824
2017-03-28,515.75,519.5,515.025024,517.575012,452.649078,4796796
2017-03-29,517.150024,520.75,512.924988,515.924988,451.206024,6981186
2017-03-30,517,517.950012,510.125,512.75,448.42926,12157180
2017-03-31,511.625,514.650024,504,511.125,447.008179,14153854
2017-04-03,516.075012,516.224976,503.049988,504.399994,441.126709,4315600
2017-04-05,502.5,502.700012,495.5,497.975006,435.50769,7398338
2017-04-06,499.075012,502.899994,496,499.799988,437.103729,5379008
2017-04-07,500.450012,500.450012,489.5,490.774994,429.210968,6404508
2017-04-10,492.450012,494.75,475.049988,476.700012,416.901489,9528472
2017-04-11,478.024994,485.850006,478.024994,483.575012,422.914124,8655466
2017-04-12,485,488.450012,480.174988,484.424988,423.65744,6696752
2017-04-13,485,495,463.325012,465.700012,407.281464,30973188
2017-04-17,465,466.049988,461.75,462.450012,404.439056,7213434
2017-04-18,462.375,467,459.549988,461.325012,403.45517,4647518
2017-04-19,461.5,465,456.325012,459.600006,401.946594,10071702
2017-04-20,460.75,464.850006,459.274994,463.649994,405.488556,4549000
