Date,Dividends
2017-06-01,7.375000
2017-10-31,6.500000
2018-06-14,5.000000
2018-10-25,7.000000
2019-01-24,4.000000
2019-06-13,10.500000
2019-10-22,8.000000
2019-10-23,8.000000
2020-05-29,9.500000
2020-10-23,12.000000
2021-05-31,15.000000
2021-10-26,15.000000
