Date,Dividends
2017-01-23,3.250000
2017-06-13,13.750000
2017-07-24,3.500000
2017-10-25,3.500000
2018-01-22,3.500000
2018-05-31,14.500000
2018-07-17,4.000000
2018-10-23,4.000000
2019-01-17,4.000000
2019-06-04,18.000000
2019-07-16,5.000000
2019-10-17,40.000000
2020-01-23,5.000000
2020-03-19,12.000000
2020-06-03,6.000000
2020-07-16,5.000000
2020-10-14,12.000000
2021-01-14,6.000000
2021-05-25,15.000000
2021-07-15,7.000000
2021-10-14,7.000000
