,user_name,date,likes,retweets,content,hashtags
87,EleanorTerrett,2022-10-26 21:42:14+00:00,418,105,"🚨SCOOP: DeFi advocates are holding meetings with @SBF_FTX and @SenateAgDems to make ""constructive changes"" to language pertaining to DeFi in the #DCCPA bill. People with knowledge of the meetings tell me they're optimistic and ""about 4-5 sentences away from having a good bill.""",['DCCPA']
88,safemoon_solid,2022-10-26 21:41:24+00:00,292,43,"I remember when there was a whole lot of people with #SAFEMOON in their name. Now its Crypto Bill and Defi John but Im still Safemoon Primal and unless the #GOAT𓃵 him self @CptHodl tells me I cant, it aint never gona change.

#SAFEMOONARMY #SAFEMOONEXCHANGE 
#SAFEMOONBLOCKCHAIN https://t.co/tXU45X7c90","['SAFEMOON', 'GOAT𓃵', 'SAFEMOONARMY', 'SAFEMOONEXCHANGE', 'SAFEMOONBLOCKCHAIN']"
89,defi_airdrops,2022-10-26 21:12:55+00:00,332,34,projects that advertise their own airdrop 🚩🚩🚩 https://t.co/iJROD7RxGR,
90,AaronSaitama,2022-10-26 20:58:11+00:00,491,266,Saitama is a web3 technology company primarily focused on developing a decentralized finance ecosystem. #saitama #saitapro #fang #DeFi #crypto @WeAreSaitama @mannythehitman @Ntran1234 @Saitamaguru1 @kleingabriel https://t.co/wxch2vEpk4,"['saitama', 'saitapro', 'fang', 'DeFi', 'crypto']"
91,JumpDeFi,2022-10-26 20:45:18+00:00,766,410,"Jumpers, we are thrilled to announce Jump DeFi is expanding to #Aptos, #Arbitrum and #Solana🎉

Aptos marks the first leg of our expansion with the debut of the Jumparoo NFT collection

Join Discord to hop on the Jumplist
Read this article to learn more👇
https://t.co/IarZOvvcNa https://t.co/EaFXHNqAb3","['Aptos', 'Arbitrum', 'Solana']"
92,tomkysar,2022-10-26 20:09:44+00:00,218,9,"I DO NOT ALLOW avraham or any other highly profitable trading strategy team member to use my engineered defi protocol, execute contract functions, withdraw assets or anything of monetary value, both in the past and in the future.",
93,RaveR4ver,2022-10-26 20:07:15+00:00,965,281,"🚀 #Cardano de 0 a 100 🚀

📌 En este hilo 🧵 expondré todo lo que debes saber de #Cardano y porque aspira a ser la #blockchain definitiva 🔥

👉 $ADA mantiene la seguridad y robustez de #BTC con programabilidad #DeFi escalable sin centralizar ¿cómo? 👇

🧵 1/34 👇 https://t.co/uJC8oJ9yu0","['Cardano', 'Cardano', 'blockchain', 'BTC', 'DeFi']"
94,DiorfallGueye2,2022-10-26 18:03:43+00:00,852,307,"""N’ayant pas les moyens de payer une formation, je me suis lancé le défi d’apprendre ce beau métier sur #internet"" 

Je suis cheikhouna COUNDOUL jeune entrepreneur sénégalais évoluant dans le domaine de la cuisine, pâtisserie, viennoiserie, glacerie et la transformation des👇🏾 https://t.co/SJhbfrXirL",['internet']
95,safemoon,2022-10-26 18:01:00+00:00,1996,704,"We are excited to announce @ShidoFinance as our newest Comet Partner!

Shido is an ecosystem with next-gen #DeFi utilities. 

Find Shido on the #SAFEMOONSWAP &amp; in the #SAFEMOONWALLET! 

Get curious: https://t.co/eSd28BbBbY

TG: https://t.co/G2iN7SQhIb

#ShidoFinance #SAFEMOONARMY https://t.co/hcDEARihEI","['DeFi', 'SAFEMOONSWAP', 'SAFEMOONWALLET', 'ShidoFinance', 'SAFEMOONARMY']"
96,FEGtoken,2022-10-26 16:31:36+00:00,856,256,"As market conditions turn to the upside, the green candles continue to rise for #FEGtoken on both the #BSC and #ETH networks today 📈

#FEG #cryptocurrencies #DeFi #altcoins #Etherium #BSCGem #BNB https://t.co/UpjZsB4HFP","['FEGtoken', 'BSC', 'ETH', 'FEG', 'cryptocurrencies', 'DeFi', 'altcoins', 'Etherium', 'BSCGem', 'BNB']"
97,zksync,2022-10-26 16:00:31+00:00,2336,1117,"Just 2 days to zkSync 2.0 on mainnet. Each Wednesday we’re highlighting a member of our fast-growing ecosystem. Today, we’re announcing that @SushiSwap’s community-built, open-source ecosystem of DeFi tools is coming soon to zkSync 2.0. #jointhemission

https://t.co/7SmonYzOEQ",['jointhemission']
98,Abrahamchase09,2022-10-26 15:56:51+00:00,1957,762,"A tutorial on How to use $50 or more to possibly qualify for an airdrop possibly worth more than $1000.

$50-$1000 plus airdrops.

POTENTIAL RETROACTIVE DEFI AIRDROP

#Airdrop

A Thread 🧵",['Airdrop']
99,MrGrapes_Saita,2022-10-26 13:13:57+00:00,284,119,"Can you spot the hidden message? You must look thru the eyes on a pirate from the bottom of your device 😉 
#FANGart #SaitamaWolfPack #Saitama #NFTs #NFT #Artist #Crypto #Defi #Web3 #GOOFBalzNFT #GOOFBalz https://t.co/bIqblM7ML5","['FANGart', 'SaitamaWolfPack', 'Saitama', 'NFTs', 'NFT', 'Artist', 'Crypto', 'Defi', 'Web3', 'GOOFBalzNFT', 'GOOFBalz']"
100,GemListings,2022-10-26 08:29:46+00:00,484,33,"📢 #kucoin     Borsa Listelemesi👇

🗓️27 Ekim⏰13:00
💠 #Toncoin   ( $TON )
💠Fiyat : 1.91 $
💠Arz: 5,000,000,000

Borsalar:   #FTX  #huobi #Gateio #MEXC  #OKX 

 #Bitcoin #Etherum #DeFi 

#Huobi Kayıt link👇
https://t.co/eYZ44lQ8Ux https://t.co/LxT3pqcOUz","['kucoin', 'Toncoin', 'FTX', 'huobi', 'Gateio', 'MEXC', 'OKX', 'Bitcoin', 'Etherum', 'DeFi', 'Huobi']"
101,GemListings,2022-10-26 07:43:48+00:00,498,32,"📢 #MEXCGlobal    Borsa Listelemesi👇

🗓️28 Ekim⏰15:00
💠 #KeKChain   ( $KEK )
💠Fiyat : 0.0008042 $
💠Arz: 1 Milyar

Borsalar:   #Uniswap 

 #Bitcoin #Etherum #DeFi 

#mexc kayıt link👇
https://t.co/77PZkKykFs https://t.co/B3fXJbNQTW","['MEXCGlobal', 'KeKChain', 'Uniswap', 'Bitcoin', 'Etherum', 'DeFi', 'mexc']"
102,zmanian,2022-10-25 22:39:25+00:00,206,27,Excited to share that our team @sommfinance has successfully brought the complexity of accessing active management in DeFi down to a simple DEX swap with the creation of an entirely new asset class - strategy tokens,
103,100bviking,2022-10-25 21:06:44+00:00,686,309,"THE BULLISH CASE FOR #FLOKIFI LOCKER -- AND WHAT IT MEANS FOR $FLOKI (a thread)

There is currently $81.4 billion in Total Value Locked (TVL) in all #DeFi protocols according to @DefiLlama.

That's bear market numbers, mind you. 

Bull market peak TVL for DeFi was $261.5 billion.","['FLOKIFI', 'DeFi']"
104,theDontGetRekt,2022-10-25 18:05:51+00:00,346,1,"@tonhwk @coinfessions imagine not having read and understood bitcoin whitepaper and it's 2022

none of your web3 nfts defi or gamefi is able to stand on its own 2 feet, unless bitcoin thrives. want proof? see what happens every time bitcoin drops even 5%. (all altcoins sh*t the bed)",
105,TugdualDenis,2022-10-25 18:05:41+00:00,2598,1294,"Que vous aimiez ou pas @valeurs , regardez si vous le pouvez cette vidéo. 
Nous y défendons une équipe, un journal, et le défi du pluralisme. 

Notre nouveau slogan de ralliement ? Le hashtag suivant : 

#JeSuisLàPourVa

https://t.co/HuE4wZosFo",['JeSuisLàPourVa']
106,Lesjoursfr,2022-10-25 18:00:01+00:00,5261,2910,"41 fois, Jean-Marc Morandini a demandé à Simon, 15 ans, une photo de lui nu. 41 fois en deux mois. Défense de la tête de gondole de CNews: «C’était lourd et je suis désolé s’il ne l’a pas pris comme un défi avec l’humour que je voulais y mettre.»
https://t.co/5RA9xuf9tt",
107,defiyield_app,2022-10-25 17:13:12+00:00,840,422,"🚨 Next DeFi Narrative will be Layer-1s.

• Quai
• Sui
• Berachain
• Celestia

If you APPLY what is described in THIS THREAD - Cumulative Airdrop Amount can reach $15,000! 💰

That's (x10) &gt; $150,000 in the Bull Market.

🧵 Don't Miss this Generational Wealth Opportunity. https://t.co/mwTby4d6N0",
108,beniaminmincu,2022-10-25 17:12:48+00:00,1293,344,"DeFi protocols are evolving.

Remarkable support from the @ElrondNetwork passionate community for the @Ash_Swap debut on Maiar Launchpad.

337,473 ASH tickets have been bought in &lt;24h. 🔥

Winning tickets &amp; remaining EGLD can now be claimed.
https://t.co/DiKSn34V5i",
109,CometaHub,2022-10-25 16:30:27+00:00,1152,1144,"🔥 BIG ANNOUNCEMENT &amp; 500 $ALGO TO WIN 🎁

Dear #Algofam, we have been cooking a #NFT feature on #Cometa that is a 1st for a #DeFi platform 👀 

Check this video and try to win 500 $ALGO : 

❤️+ 🔃
➕Follow @CometaHub 
🗣 3 friends

#Giveaway 🏆 48h
#Algorand #Crypto #Blockchain https://t.co/4ckmhcMBQF","['Algofam', 'NFT', 'Cometa', 'DeFi', 'Giveaway', 'Algorand', 'Crypto', 'Blockchain']"
110,0xrooter,2022-10-25 16:25:14+00:00,328,18,the solana DeFi ecosystem is dying,
111,getMaiar,2022-10-25 16:00:06+00:00,331,110,"Finding new horizons for Elrond-based DeFi.

The $ASH token is now listed in Maiar 🔥

📲 Update to the latest app version and enable $ASH from the Assets section to see it in your wallet. https://t.co/j371dhvUB4",
112,avalancheavax,2022-10-25 15:03:46+00:00,439,215,"To create more space for developers to solve challenges in DeFi using #Avalanche’s lightning-fast transaction speed, best-in-class tooling and Subnet scalability, #AvalancheHacks hosted a summer virtual hackathon with over 4,000 registrants.

Check out the winning projects! ⬇️ https://t.co/UP94NQJqHk","['Avalanche', 'AvalancheHacks']"
113,LordTylerWard,2022-10-25 14:50:11+00:00,448,86,"Ethereum's POS (since the merge) has minted 2k $ETH. The POW model would have minted 480k $ETH.

This nets out to $600m+ USD.

*THE* DeFi narrative is $ETH supply flat as demand stays consistent from retail DCA in 2023.

Important: Coincides with BTC halvening #4 in 2024.

🧵 1/",
114,OlimpioCrypto,2022-10-25 14:04:43+00:00,683,194,"Lot's of airdrop threads lately.

I agree with fren Snooper on this — it's becoming increasingly difficult to filter the alpha.

Key few people that do it very well:

1. @WagameEth 
2. @2shabby 
3. @CryptoSnooper_
4. @defi_airdrops 
5. @dydymoon1 

⚡️

https://t.co/UQyRQ2cbDd",
115,Superfluid_HQ,2022-10-25 13:43:05+00:00,541,92,"All Superfluid streams are now NFTs -- meaning that streams are automatically minted as NFTs when opened and burned when closed 🙌
 
Not only is this a major UX improvement, but it opens new possibilities for DeFi 👇 https://t.co/LGHFQtmAn0",
116,GemListings,2022-10-25 10:32:43+00:00,468,29,"📢 #KuCoin  Borsa Listelemesi👇

🗓️26 Ekim⏰13:00
💠 #Euler    ( $EUL)
💠Fiyat:7.19 $
💠Arz: 27.182.818
💠Borsalar:  #MexcGlobal #Huobi  #FTX #Gateio #Bitget #BitMart #Gemini #LBank #Coinex 

 #DeFi #Ethereum #Lending Projesi

#Kucoin Kayıt Link👇
https://t.co/EmO1OJwxd4 https://t.co/GzVDTubhwk","['KuCoin', 'Euler', 'MexcGlobal', 'Huobi', 'FTX', 'Gateio', 'Bitget', 'BitMart', 'Gemini', 'LBank', 'Coinex', 'DeFi', 'Ethereum', 'Lending', 'Kucoin']"
117,defi_airdrops,2022-10-25 05:58:29+00:00,712,183,"🚨AIRDROP STRATEGY 🚨

@DeBankDeFi one of the most popular DeFi portfolio management dashboards just launched Debank Hi, a Web3 messaging platform to price attention.

You can now message anyone in crypto and pay for their attention or be paid.

It's built on an Ethereum L2 🔥 https://t.co/lb8yxGfofs",
118,__DeFi__,2022-10-24 17:11:06+00:00,300,45,Gm https://t.co/aMial6qsC2,
119,algogard,2022-10-24 14:39:49+00:00,1345,1466,"We are excited and humbled to announce our partnership with @FolksFinance🚀

Together, we are enhancing #Algorand #DeFi composability by supporting $gALGO 🦾

More here: https://t.co/h7ZuLDViFI

Enter to win 100 $ALGO!
❤️+🔃 Like / Retweet
Follow @algogard
🏷 3 Friends

#Giveaway","['Algorand', 'DeFi', 'Giveaway']"
120,bsc_daily,2022-10-24 14:10:36+00:00,2329,2452,"📢@Soccer_crs - a Quatari soccer theme ecosystem that leverages #GameFi #DeFi #SocialFi to narrow the gap between Football &amp; Crypto⚽️

🔶Audited by @cyberscope_io
🔶KYC'd with @SolidProof_io

Their Presale is coming on 28th Oct at 2:00 UTC🔽
https://t.co/t8n1simYHL

#Sponsored https://t.co/lW3SIF6Ac2","['GameFi', 'DeFi', 'SocialFi', 'Sponsored']"
121,ThorHartvigsen,2022-10-24 12:39:27+00:00,1588,523,"Everyone's currently chasing after the same 4-5 airdrops🪂

What you actually should be doing is go AGAINST the heard🐑

Here are 5 lesser known Defi projects with potential airdrops that could be worth $1000's!💰

An easy to follow step by step guide🧵 https://t.co/oR4WUwvCpX",
122,cardano_whale,2022-10-24 12:00:39+00:00,646,63,Early Cardano DeFi also feels a bit like the early days of Ethereum DeFi to me. Something hits different about a community bootstrapped financial ecosystem coming alive. So much opportunity,
123,zadedna,2022-10-24 10:15:47+00:00,911,280,"Hz.Bediüzzaman (r.aleyh) Eşkişehir Hapsinde kesintisiz her gün 171 defa okutuyordu.(Bela, hastalık ve musibetlerin defi için)

✨Ferdün, Hayyun, Kayyumun, Hakemun, Adlun, Kuddûs",
124,Blockworks_,2022-10-24 09:57:43+00:00,656,73,CZ: Binance is investing heavily in DeFi,
125,Subli_Defi,2022-10-24 09:07:13+00:00,341,65,"1/ Holding #DeFi blue chips is great. Farming them is a plus. So today, i will tell you where is the best place to farm $CVX (3 digits yield, yes sir)!

Ofc, non financial advise. I'm contributor on some projects there, but the below is fair and full of facts !

Enjoy! 👇 https://t.co/ZX8Rc5NPGW",['DeFi']
126,TheCryptoLark,2022-10-23 22:37:11+00:00,428,60,Holy crap! #ethereum layer twos Abritrum and Optimism both have higher total value in defi than #solana! https://t.co/p1D6LKKsxo,"['ethereum', 'solana']"
127,Subli_Defi,2022-10-23 21:07:40+00:00,553,150,"All CT is talking about #airdrops but no almost no one about these three ones, why ?

Let's go for 3 new upcoming airdrops (3 confirmed &amp; 2 within a week) 👇i've been following since weeks !
$OP $Grain $CTR",['airdrops']
128,crypt_engineer,2022-10-23 18:26:00+00:00,330,21,"#Binance CEO'su, şirketin DeFi'ye büyük yatırım yaptığını söyledi.

#DeFi #bitcoin #btc #crypto","['Binance', 'DeFi', 'bitcoin', 'btc', 'crypto']"
129,TheDeFinvestor,2022-10-23 18:22:53+00:00,400,106,"Structured Products will bring mass adoption to DeFi.

They unlock high yield opportunities with relatively low risks📈

Discover:
• what are DeFi structured products
• 5 projects building DeFi structured products

A thread👇",
130,FEGtoken,2022-10-23 18:11:26+00:00,965,309,"This sounds like music to our ears 👂

At the forefront of what #FEG is all about, it's great to see key players in the space giving DeFi equally important focus. 

#FEG $FEG #ETH #BSC @binance @cz_binance #BNB","['FEG', 'FEG', 'ETH', 'BSC', 'BNB']"
131,notEezzy,2022-10-23 17:51:03+00:00,286,46,"new chain, same ponzis, same strategy

we just running it back turbo with aptos defi &amp; nfts",
132,GemListings,2022-10-23 17:40:32+00:00,500,26,"Cz sinyali vermiş.Elimizde  #Defi projesi ne vardı bi cüzdana bakalım 🙂

 #Bitcoin #Etherium #Binance","['Defi', 'Bitcoin', 'Etherium', 'Binance']"
133,WatcherGuru,2022-10-23 17:16:07+00:00,5062,1002,"JUST IN: #Binance CEO says the company is ""investing heavily in DeFi.""",['Binance']
134,notEezzy,2022-10-23 17:03:18+00:00,343,35,Okay… time to search those #aptos #defi play…who with me?,"['aptos', 'defi']"
135,cz_binance,2022-10-23 16:29:29+00:00,17456,3203,"Binance is investing heavily in DeFi.

(not financial advice)",
136,scott_lew_is,2022-10-23 14:36:50+00:00,252,22,"thank you to everyone that helped stop SBF’s play to kill defi w dccpa. 

don’t think for one minute this is the last time we will have to fight, or that ftx is going to stop maneuvering. but now they understand the power of the grassroots community.

and that’s a good start.",
137,lex_node,2022-10-23 13:59:51+00:00,232,21,@SBF_FTX but every DeFi website is just a specialized version of etherscan; I don't see how you can coherently draw the line between them,
138,AptosApeSociety,2022-10-23 11:09:10+00:00,476,158,"🌇GM @AptosLabs NFT Degens 🌊📈

🌇GM @AptosLabs Defi Enjoyoors 💰

🌇GM @AptosLabs Communities 🌐

🌇GM @AptosLabs Onboarders 🌊📚

🌇GM @AptosLabs Shitposters 🌊💻

Your time's are here 👑

Its Aptos Autumn 🍂 

NOW SAY IT BACK👇",
139,m_samovar,2022-10-23 07:53:01+00:00,453,11,En train de remplir le document à compléter pour le rendez-vous de carrière : le défi principal consiste quand même à tenir à distance les 12000 conneries qui me viennent dès que je lis du langage administratif.,
140,Madridamos,2022-10-22 20:42:55+00:00,550,62,Je vous donne le défi de me trouver un milieu meilleur que Valverde,
141,QuaiNetwork,2022-10-22 19:33:17+00:00,4059,3490,"While most cryptocurrencies function using only one blockchain, some innovative projects like #Quai utilize a network of blockchains in order to increase TPS and throughput while maintaining decentralization. 

#quainetwork #crypto #cryptocurrency #blockchain #web3 #nft #deFi","['Quai', 'quainetwork', 'crypto', 'cryptocurrency', 'blockchain', 'web3', 'nft', 'deFi']"
142,Aliotop_off,2022-10-22 17:51:20+00:00,7961,401,Y aura quasi 0 automatisme dans le 11 de l’équipe de France à la CDM.. le défi est immense pour Deschamps,
143,scott_lew_is,2022-10-22 16:05:10+00:00,254,28,"SBF wants defi projects to need a broker-dealer registration.

i got a broker-dealer registration for the trading firm i founded pre-crypto.

it is expensive and time-consuming. 

but more importantly, it would be impossible for most ethereum builders to complete.",
144,telcoin,2022-10-22 15:09:09+00:00,446,163,"Escape high fees and #TradeCryptoSmarter on the #Telcoin App, the cheaper, smarter way to trade #DeFi
iOS: https://t.co/ktYXPcvoJj
Android: https://t.co/Ti3maLlxh1 https://t.co/LzyJsYSE0P","['TradeCryptoSmarter', 'Telcoin', 'DeFi']"
145,BNBCHAIN,2022-10-22 12:30:00+00:00,1998,1231,"Make sure you join us for our weekly #DeFi Digest with @cryptokevin2011 @Velvet_Capital @NestedFi @fndzDAO 

Like, RT and tag 3 friends to share prize of $1,600! 

Best questions during the #AMA will also pick up prizes.

🗓️ Oct. 24th
⏰ 12:00 PM (UTC)
📍https://t.co/Vmy2zfXsrS https://t.co/vTfc5N5xpY","['DeFi', 'AMA']"
146,Oliver_LaRosa,2022-10-22 11:15:34+00:00,16600,19862,"What happened the last 30 days?

$GBEX &amp; $XDC Staking on https://t.co/Kc2dOVukJN

+++ Launchpad

+++ New App

+++ The Original Deflationary Exchange Token #GBEX

Sign up: https://t.co/2raO44ekte

#Bank #DEX #NFT #DeFi #Cards #ISO20022 #XinFin #Metaverse #GBEX #CEX https://t.co/94PxPjEl7K","['GBEX', 'Bank', 'DEX', 'NFT', 'DeFi', 'Cards', 'ISO20022', 'XinFin', 'Metaverse', 'GBEX', 'CEX']"
147,SuiGlobal,2022-10-22 09:48:45+00:00,16170,15501,"Welcome to NEW overview @SuiNetwork Ecosystem🌐 
We are growing very fast! 🥳 
It's a real #Suinami 🌊 

New projects on #Sui by @Mysten_Labs:

NFT: @Babyapessociety, @GOATs
DEX: @sea_protocol, @tidalswap  
DeFi: @Space3Sui https://t.co/ky5pFvRDQn","['Suinami', 'Sui']"
148,defi_airdrops,2022-10-22 03:36:08+00:00,418,79,"$JCOIN Airdrop for users of select DeFi protocols by @junofinancehq.

Who is eligible?

- @Uniswap LP's
- NFT traders on @opensea 
- ENS domain holders

Juno is a web3 compatible bank account bridging the gap between TradFi &amp; DeFi with a $USDC enabled debit card https://t.co/kA5HchVl4J",
149,cardano_whale,2022-10-22 03:15:21+00:00,1020,130,"A likely scenario in my mind is that Cardano will have its Ethereum moment next bull run (what it tried to do last one as it pumped to 3rd, but alas too early), with DeFi, NFTs and community activity exploding. Will solidify my view that there are no VC prefab shortcuts in crypto",
150,jchervinsky,2022-10-22 02:35:43+00:00,341,33,I really appreciate how @brian_armstrong and his whole team at @coinbase keep going out of their way to fight for DeFi 🙏,
151,brian_armstrong,2022-10-22 01:59:27+00:00,1099,173,"Worth stating for the record, DeFi should be protected in any legislation that seeks to regulate centralized exchanges and custodians. Thanks to @senstabenow and @johnboozman for trying to get this right.",
152,DeFi_Dad,2022-10-21 23:42:53+00:00,317,79,"🌿 After 6 months of dogfooding Web3 social media, my team at @4RCapital and I just published an overview of what's working, what's next, and why we can build a better social network with Web3.

😎 The future of social media is Web3!
https://t.co/L8ZKjMWq7D",
153,thedefiedge,2022-10-21 22:31:03+00:00,498,85,"The 1st iPhone didn't have an app store. 
It couldn't even copy and paste. 

Innovation takes time.

One day...

• NFTs won't just be PFP projects
• DeFi won't just be yield farming
• GameFi will actually be fun 

Slow, then exponential.",
154,sentimentxyz,2022-10-21 21:00:02+00:00,487,141,"We’re stoked to announce that Sentiment is now live on @arbitrum! 

Sentiment enables users to borrow up to 5x their collateral and deploy assets across various DeFi protocols. 

Visit our site here: https://t.co/VONIOaN9Vp https://t.co/9ILzTI4QqV",
155,nbougalis,2022-10-21 20:00:40+00:00,839,38,"Leaving Ripple wasn’t an easy decision, but it is the right one for me.

To my fellow Ripplers: I wish you unbridled success.

🍻

As for what’s next? I’ll talk about it when it’s time, but I am NOT joining another blockchain project/company, nor am I doing NFTs or DeFi.",
156,DeFi_Bomb,2022-10-21 18:10:37+00:00,333,136,"Welcome our final contestant for the first round of the #DeFiBomb - @WeAreSaitama 

#SAITAMA will have the chance to win a $65k bomb on their chart if they can overcome their competitors this round. 

Goodluck #SAITAMA and may the #DeFiBomb land on you !

#SaitaPro #ePay https://t.co/Fj619QdQ4R","['DeFiBomb', 'SAITAMA', 'SAITAMA', 'DeFiBomb', 'SaitaPro', 'ePay']"
157,iamDCinvestor,2022-10-21 16:19:29+00:00,281,28,"do you guys remember when like 50% of CREAM deposits were FTT? probably even worse on the Solana platforms

and SBF borrowed a few hundred milly to farm and dump every DeFi protocol he could while listing perps on FTX?

lmao, can't believe that all actually happened",
158,GemListings,2022-10-21 15:00:47+00:00,485,36,"📢 #BitMart Borsasında Listeleme👇

🗓️24 Ekim ⏰ 02.00
💠 #Synesis One ( #SNS )
💠 Fiyat :0.005969$ 
💠 Arz: 1.000.000.000
💠Borsalar:  #Huobi #Raydium

#Bitcoin  #Ethereum #NFTs #DeFi #DAO #YieldFarming #SolanaEcosystem #PlayToEarn https://t.co/m3rqI0Mrd9","['BitMart', 'Synesis', 'SNS', 'Huobi', 'Raydium', 'Bitcoin', 'Ethereum', 'NFTs', 'DeFi', 'DAO', 'YieldFarming', 'SolanaEcosystem', 'PlayToEarn']"
159,0xVKTR,2022-10-21 14:15:28+00:00,461,27,"even tho arthur viciously robbed me hundreds of times on his exchange at least he was honest and straightforward about it

sam out here pretending to be an angel while pillaging his users and the entirety of defi and then deciding to become a regulatooor

team hayes forever",
160,RektHQ,2022-10-21 13:54:30+00:00,2919,566,"After aggressively farming many of DeFi’s most lucrative opportunities, @SBF_FTX is now suggesting his own industry standards, many of which go against crypto's core ideals. 

Sam says we need “customer protection”. 

But from who?

rekt investigates.
https://t.co/vv6lMWXD9I",
161,KMSmithDC,2022-10-21 12:07:18+00:00,404,86,"# of congressional hearings on DeFi: 0
# of CFTC public meetings on DeFi: 0
# of fed reports with focus on DeFi: 0

We need open discussion and debate before locking in a framework that regulates the next generation of financial infrastructure. #DeFi",['DeFi']
162,Realitymeta,2022-10-21 11:06:01+00:00,1607,247,"The RLTM is an ERC20-based token 🪙 That means the PoS transition of the ETH chain also lowered energy consumed for the RLTM or NFT minting 🔋 Moreover, the project's bridge to the Polygon network will let us stay close to carbon neutral 🌻

$THE #AptosMovement #DeFi $DIE https://t.co/6PuvwGCXS5","['AptosMovement', 'DeFi']"
163,paddi_hansen,2022-10-21 10:47:02+00:00,389,116,"A new report on DeFi regulation commissioned by the EU Commission was published.

This report will contribute to the EU policy debate on the topic that is expected to lead to a DeFi report (or even legislation) in 2023.

The report makes 4 policy proposals:",
164,DefiIgnas,2022-10-21 08:01:33+00:00,468,82,"1/ You think you know #DeFi?

Test your knowledge with this quiz 🧵",['DeFi']
165,Lafeestodo_,2022-10-21 03:16:48+00:00,1324,447,"Dans une madrassa il y a eu un jeu sous forme de défi lancé par le Sheikh à des enfants. Il a demandé à ses élèves de trouver une cachette et a imposé comme condition que PERSONNE doit la découvrir! 

La réaction d’un des petits est exemplaire, une vraie claque éducative.. 🧵⬇️",
166,evmosintern,2022-10-20 23:05:07+00:00,636,224,"Evmos governance has just passed three proposals that distribute 2.7m Evmos (4.4m USD) over the next 90 days to 3 DeFi protocols on @EvmosOrg and @osmosiszone

With the current TVL on Evmos, farmers will earn a whopping 800%+ APR from Evmos incentives.

Curious? Thread below👇",
167,SaitamaEmpress,2022-10-20 20:59:32+00:00,324,90,"✨I AM THE FACE OF SAITAMA✨

YOU ARE THE FACE OF SAITAMA

@WeAreSaitama
 #Saitama is a community token.

Reply &amp; show me ALL of the FACES OF SAITAMA. Who’s with me!?🐺💕

DO IT NOW!

Show the workd who the #WolfPack is

@ElonMansur
 
#FaceOfSaitama 
#DeFi 
#WeTheBest
#SaitaPro https://t.co/4GbvWGvaAG","['Saitama', 'WolfPack', 'FaceOfSaitama', 'DeFi', 'WeTheBest', 'SaitaPro']"
168,ErikVoorhees,2022-10-20 20:26:07+00:00,1298,333,"""To the degree someone proposes a rule via regulation, we should employ a high degree of skepticism and caution, for they act without civility under the banner of violence."" 

My response to @SBF_FTX  

https://t.co/k0dmRDamJS

#bitcoin #defi #ethereum #crypto #liberty @ftx_app","['bitcoin', 'defi', 'ethereum', 'crypto', 'liberty']"
169,borderless_cap,2022-10-20 20:22:23+00:00,422,98,"We just added additional +60M $ALGO to #Algorand liquid governance programs in @algofiorg and @FolksFinance.

With this additional capital Borderless has deployed ~180M $ALGO across the #Algorand DeFi and Liquid Governance ecosystem!","['Algorand', 'Algorand']"
170,camiinthisthang,2022-10-20 19:16:24+00:00,389,18,"I just don’t even know wtf we are doing. Defi?? Fuck defi. Sit around and talk about helping emerging regions? 

The plight of the world is really fucking sad and the group of people w the highest concentration of wealth &amp; intelligence is talking about defi &amp; rollups",
171,SaitamaDubai,2022-10-20 18:43:17+00:00,362,156,"We can't and won't be stopped. We are one of the biggest movement in #DeFi. We are just getting started. We are the #FaceOfSaitama

Lets gooooooo our awesome Community!! #Saitama #SaitaPro #SaitamaWolfpack","['DeFi', 'FaceOfSaitama', 'Saitama', 'SaitaPro', 'SaitamaWolfpack']"
172,jpgstoreNFT,2022-10-20 18:21:12+00:00,398,113,"Categories are LIVE! 🚨

We just took discoverability to a new level on JPG Store. You are now able to filter projects by their main focuses 🔎

These categories range from 1:1 Art to Gaming, DeFi and much more! 🔥 https://t.co/TlVSi3uHnW",
173,yo,2022-10-20 17:37:00+00:00,627,52,We really went from 10% DeFi yields to 10% mortgages in a year,
174,GemListings,2022-10-20 15:37:34+00:00,512,33,"📢 #Coinbase Borsasında ;

👉Yol haritasına eklenenler Varlıklar;

🔷 #Marinade ( $MNDE )
🔷 #Marinade Staked SOL ( $MSOL )

Detay👇
https://t.co/Hl4ArKTYXT

  #Bitcoin  #Ethereum #Defi https://t.co/UIZdFZ62pE","['Coinbase', 'Marinade', 'Marinade', 'Bitcoin', 'Ethereum', 'Defi']"
175,GemListings,2022-10-20 14:46:08+00:00,506,32,"📢 #kraken Borsasında Listeleme👇

🗓️21 Ekim⏰17:30
💠 #Stacks  ( #STX )
💠 Fiyat :0.2979 $ 
💠 Arz: 1,818,000,000

Borsalar: #binance #kucoin #coinbase #Gateio #CoinEx 

  #Bitcoin #Etherium #DeFi https://t.co/jWJMCBHN9d","['kraken', 'Stacks', 'STX', 'binance', 'kucoin', 'coinbase', 'Gateio', 'CoinEx', 'Bitcoin', 'Etherium', 'DeFi']"
176,delphi_labs,2022-10-20 14:25:53+00:00,416,87,"1/ DeFi has a liquidity problem

Multiple chains + multiple siloed dexs = fragmented liquidity

Here’s how SLAMMs could improve FragFi… 👇",
