close_time,open,high,low,close,volume,quote_volume
2022-05-01,2818.18,2841.87,2716.76,2728.08,3278.83996445,9159007.344338404
2022-05-02,2728.08,2847.66,2718.2,2826.82,5271.11168799,14630656.2762862
2022-05-03,2826.79,2882.73,2778.77,2856.35,8683.31864475,24516081.978134558
2022-05-04,2858.08,2862.02,2754.08,2780.17,5958.84558506,16695364.997107344
2022-05-05,2780.74,2967.49,2771.0,2939.83,10357.69377848,29849507.188029457
2022-05-06,2939.71,2953.84,2688.0,2747.44,15682.91498993,43958215.974839695
2022-05-07,2747.44,2756.76,2630.3,2693.1,9405.53243758,25325538.805058192
2022-05-08,2693.18,2701.76,2585.82,2635.9,4938.82294544,13127488.193506408
2022-05-09,2634.57,2640.03,2485.0,2522.67,10778.25941891,27420938.608674996
2022-05-10,2520.25,2528.99,2223.12,2232.06,35214.91817923,82963649.25759059
2022-05-11,2230.99,2456.66,2198.78,2342.12,39073.25692058,91988185.01708806
2022-05-12,2340.97,2450.0,1997.73,2075.77,49199.46893931,110073572.16533214
2022-05-13,2082.43,2182.58,1700.0,1950.45,52487.44097612,100599276.97476545
2022-05-14,1950.99,2145.21,1936.34,2007.45,27035.66717454,56020076.84367646
2022-05-15,2006.65,2065.95,1947.47,2054.23,6805.44865564,13674578.126601895
2022-05-16,2053.91,2165.49,1998.13,2143.09,6141.1475447,12766305.613143574
2022-05-17,2143.73,2143.73,1976.7,2020.84,17248.38334323,34871199.81700518
2022-05-18,2021.27,2120.94,2006.0,2089.36,15434.26238759,31881149.206779152
2022-05-19,2089.57,2108.09,1906.73,1911.22,13161.42818069,26152785.333806798
2022-05-20,1912.77,2037.78,1901.17,2017.85,13559.48203222,26770598.784550246
2022-05-21,2018.14,2062.65,1920.93,1957.09,10552.41950748,21019667.265577044
2022-05-22,1956.99,1988.23,1935.26,1973.24,3795.08159565,7472831.956026654
2022-05-23,1974.05,2053.71,1964.06,2040.72,7035.58799829,14109349.983504668
2022-05-24,2039.93,2085.0,1956.04,1971.35,13168.24937626,26697140.89364276
2022-05-25,1972.87,1991.58,1910.8,1978.13,7075.63811297,13894343.440801084
2022-05-26,1976.38,2019.63,1932.03,1941.5,8125.12405006,15954434.282830147
2022-05-27,1941.11,1964.06,1735.0,1791.38,20385.03027206,37595337.71027771
2022-05-28,1789.97,1819.49,1700.81,1722.9,26445.24582329,46491646.51347317
2022-05-29,1728.25,1806.82,1719.97,1790.98,9538.21631437,16877368.02393019
2022-05-30,1790.98,1825.0,1761.71,1811.84,9402.96900193,16893693.317339968
2022-05-31,1811.57,2011.54,1801.67,1996.74,20104.33371762,38594211.35188333
2022-06-01,1996.82,2015.24,1924.04,1940.55,15807.47970713,31096889.555478714
2022-06-02,1940.91,1970.79,1759.79,1817.05,12804.09709548,24011762.965925757
2022-06-03,1816.03,1851.7,1780.61,1832.68,12409.75467616,22568873.32550735
2022-06-04,1833.5,1842.87,1735.0,1773.9,9805.65107146,17425568.275299158
2022-06-05,1774.1,1814.02,1747.07,1803.2,4335.0350159,7687267.732016734
2022-06-06,1804.26,1828.88,1773.67,1804.98,5634.30982927,10152428.250275133
2022-06-07,1804.0,1917.63,1804.0,1859.06,18093.28517259,34030943.89341998
2022-06-08,1858.9,1874.03,1725.21,1812.24,15694.77140392,27865565.51444861
2022-06-09,1812.87,1837.9,1764.91,1790.41,10775.92263494,19403189.053843804
2022-06-10,1791.27,1831.35,1776.0,1787.13,7325.87976656,13169882.017241055
2022-06-11,1785.89,1803.14,1654.0,1660.55,17251.25814223,29608264.68655438
2022-06-12,1660.71,1680.33,1500.0,1530.3,24715.6042745,38868465.09442085
2022-06-13,1532.19,1543.02,1422.67,1432.9,22429.33907164,33081719.67918834
2022-06-14,1433.85,1453.12,1164.35,1208.7,102183.31659192,128836025.40358894
2022-06-15,1204.6,1266.25,1075.0,1205.58,76463.67106998,91170651.94776592
2022-06-16,1205.73,1246.3,1013.0,1237.23,71923.37452926,81041120.42464183
2022-06-17,1235.99,1255.55,1050.63,1067.6,24656.25250981,27926770.371620897
2022-06-18,1067.78,1115.88,1050.0,1084.42,15789.40989593,17185821.114898935
2022-06-19,1085.83,1096.43,880.0,996.28,65086.39235373,63534801.692369714
2022-06-20,994.63,1158.04,935.49,1127.33,31252.83683911,32516390.819179416
2022-06-21,1127.77,1169.5,1050.89,1127.51,22559.08288054,25111113.71697624
2022-06-22,1127.11,1193.0,1108.76,1124.54,40008.48119853,45986007.55289961
2022-06-23,1125.21,1128.46,1041.45,1048.32,21824.88039107,23657438.016049515
2022-06-24,1048.7,1153.48,1044.25,1143.97,20713.01584057,23219022.191544697
2022-06-25,1144.11,1244.27,1131.49,1224.72,17869.43343402,21320209.39791322
2022-06-26,1225.65,1255.79,1178.96,1241.83,14071.38203221,17227921.1499352
2022-06-27,1241.4,1281.43,1193.39,1197.95,11724.42849267,14490571.906797078
2022-06-28,1197.58,1237.91,1172.03,1190.21,8900.90622675,10702000.677176148
2022-06-29,1191.1,1236.88,1134.71,1142.52,40415.77258055,47904509.16196581
2022-06-30,1141.98,1154.28,1086.52,1098.46,12120.27888895,13553669.296953509
2022-07-01,1099.28,1105.05,996.12,1071.13,41086.85880311,42233003.316167675
2022-07-02,1070.1,1115.22,1032.63,1058.29,16675.42061468,17798736.72181892
2022-07-03,1058.83,1077.19,1026.52,1065.56,6049.7005739,6366364.337975731
2022-07-04,1065.62,1086.37,1039.16,1073.25,5743.75364934,6091942.923571322
2022-07-05,1073.68,1159.07,1044.17,1149.57,9859.34992278,10867346.239746965
2022-07-06,1150.12,1175.0,1075.0,1132.34,35244.61209124,40134433.07692091
2022-07-07,1131.94,1203.0,1110.55,1186.01,27725.68285363,32164383.70379631
2022-07-08,1186.01,1253.64,1162.94,1237.64,17966.2317718,21570468.419805884
2022-07-09,1237.74,1275.04,1192.27,1213.61,18302.55295108,22490987.39964694
2022-07-10,1212.94,1234.43,1203.81,1216.49,3288.6295416,4007720.5735687516
2022-07-11,1216.84,1218.33,1152.24,1166.53,4367.46345671,5156955.490430136
2022-07-12,1166.35,1170.52,1091.1,1095.64,27224.61870487,30897010.786738973
2022-07-13,1095.75,1097.24,1032.93,1035.59,30451.23254013,32454437.149013184
2022-07-14,1037.83,1118.73,1005.27,1115.01,22686.41041708,24068931.78795747
2022-07-15,1112.58,1212.64,1068.04,1192.47,16453.16027375,18759439.556816075
2022-07-16,1191.54,1287.79,1180.81,1231.62,15775.45935646,19451487.154288247
2022-07-17,1231.1,1426.78,1192.01,1356.99,19301.64448135,25166387.08172453
2022-07-18,1356.79,1386.1,1316.61,1338.69,20729.70058607,28050108.796776846
2022-07-19,1339.14,1597.77,1336.6,1581.15,41277.01189292,60781138.45742901
2022-07-20,1581.15,1631.72,1493.15,1542.99,35074.23712232,54388537.647601515
2022-07-21,1544.5,1621.03,1480.57,1522.15,23907.71497205,37154592.47805727
2022-07-22,1521.38,1605.28,1464.0,1576.39,18161.61953754,27760449.480629552
2022-07-23,1574.81,1646.47,1517.0,1535.47,20125.33007451,32015560.951181516
2022-07-24,1536.16,1597.19,1488.18,1549.51,6486.61873583,9921908.071639853
2022-07-25,1549.71,1663.65,1546.5,1598.94,15250.19100266,24678898.165602263
2022-07-26,1599.39,1608.32,1434.96,1440.56,22613.0922585,34364579.525988
2022-07-27,1442.19,1454.91,1356.0,1449.84,19656.67919306,27422137.214200694
2022-07-28,1450.82,1643.47,1421.34,1637.6,22997.74295611,35144638.22378
