close_time,open,high,low,close,volume,quote_volume
2018-01-01,12640.0,14296.06,12491.21,13880.0,11582.772,154549600.0
2018-01-02,13880.0,13941.75,12801.38,13443.41,7687.9253,102816900.0
2018-01-03,13394.2,15257.53,12910.58,14678.94,16298.4795,229127980.0
2018-01-04,14678.94,15500.0,14546.28,15155.62,12274.422,183638800.0
2018-01-05,15155.62,15430.27,14192.37,15143.67,15003.171,222155500.0
2018-01-06,15143.67,17200.0,14810.0,16928.0,16233.743,259451620.0
2018-01-07,16927.99,17234.99,16220.0,17149.67,9493.006,158254880.0
2018-01-08,17142.43,17149.97,15707.16,16124.02,8632.787,141553470.0
2018-01-09,16173.98,16300.0,13900.0,14999.99,16673.033,251831860.0
2018-01-10,14999.98,15367.18,14123.97,14397.31,13912.684,204576940.0
2018-01-11,14390.23,14900.0,13412.0,14899.99,18472.498,261115340.0
2018-01-12,14899.99,14973.07,12800.0,13243.83,19602.637,266485820.0
2018-01-13,13249.99,14152.19,12807.27,13781.41,13331.281,182033360.0
2018-01-14,13829.28,14619.1,13789.42,14197.78,7488.8076,106594590.0
2018-01-15,14197.78,14365.81,13072.22,13648.0,7588.609,102784270.0
2018-01-16,13648.0,14394.36,13429.25,13581.66,9440.804,130996700.0
2018-01-17,13607.04,13607.04,10162.0,11393.97,38785.99,457670750.0
2018-01-18,11387.14,11794.07,9222.0,11210.54,41227.41,431857630.0
2018-01-19,11210.59,12146.0,10693.0,11247.57,22193.43,256049060.0
2018-01-20,11290.9,12050.39,11025.18,11552.0,13198.88,151788340.0
2018-01-21,11560.82,13052.12,11515.94,12789.99,10319.11,128849450.0
2018-01-22,12789.86,12791.88,11100.0,11558.87,11596.324,137149440.0
2018-01-23,11558.86,11910.78,10028.41,10810.0,17061.018,185956050.0
2018-01-24,10808.99,11409.87,9927.54,10851.82,17249.672,184369650.0
2018-01-25,10848.99,11500.0,10488.13,11402.52,11645.77,128814930.0
2018-01-26,11388.78,11741.82,10868.57,11155.54,10206.247,115345096.0
2018-01-27,11140.01,11635.0,10263.32,11092.95,15044.094,163683740.0
2018-01-28,11093.74,11630.47,10815.84,11446.54,10309.853,116376520.0
2018-01-29,11446.54,11989.15,11360.52,11685.58,9956.17,116530800.0
2018-01-30,11685.58,11820.01,10991.0,11162.62,9994.322,112783030.0
2018-01-31,11162.62,11222.36,9731.2,9971.0,21079.508,219141390.0
2018-02-01,9970.99,10324.0,9514.96,10148.99,12743.151,126724664.0
2018-02-02,10148.03,10187.56,8455.0,8998.99,26348.098,242986460.0
2018-02-03,9010.87,9096.79,7625.25,8838.83,44047.957,370314100.0
2018-02-04,8838.29,9491.2,8170.71,9225.86,16050.522,143388420.0
2018-02-05,9225.31,9350.09,7825.0,8190.78,19110.154,162003410.0
2018-02-06,8190.78,8335.56,6600.0,6874.27,46547.184,342195170.0
2018-02-07,6878.65,8150.0,5920.72,7737.26,70751.484,486046620.0
2018-02-08,7736.96,8649.0,7213.8,7588.0,32539.143,259863400.0
2018-02-09,7595.28,8644.36,7565.5,8259.76,22505.43,185167170.0
2018-02-10,8259.42,8779.62,7753.32,8693.98,18406.633,151947520.0
2018-02-11,8693.98,9090.8,8170.86,8560.0,14669.542,127081640.0
2018-02-12,8560.0,8560.0,7820.0,8067.0,12711.544,103542790.0
2018-02-13,8077.25,8995.0,8067.0,8899.0,15070.784,130557736.0
2018-02-14,8891.2,8951.89,8360.13,8522.99,11374.179,97687750.0
2018-02-15,8504.57,9515.0,8504.57,9490.98,17468.227,158844960.0
2018-02-16,9490.98,10234.0,9350.0,10018.0,21034.78,206800670.0
2018-02-17,10011.3,10300.0,9707.51,10196.0,11857.688,118863064.0
2018-02-18,10203.14,11135.83,10053.5,11101.0,14511.193,155317120.0
2018-02-19,11101.0,11300.0,10153.15,10421.06,17622.95,188722780.0
2018-02-20,10433.68,11262.48,10307.51,11173.0,11697.871,127804824.0
2018-02-21,11159.12,11780.0,11080.37,11233.42,15880.581,182158800.0
2018-02-22,11234.65,11275.74,10256.0,10449.4,19959.275,215349920.0
2018-02-23,10446.79,10935.0,9731.2,9843.34,20204.314,206048420.0
2018-02-24,9843.33,10405.3,9600.0,10166.1,16041.573,160759140.0
2018-02-25,10135.2,10540.63,9373.48,9689.99,13972.282,137800500.0
2018-02-26,9688.26,9883.41,9260.0,9599.58,11023.052,105230350.0
2018-02-27,9599.58,10461.97,9376.34,10329.99,16147.387,162208000.0
2018-02-28,10329.99,10850.0,10150.0,10572.49,10408.498,110084984.0
2018-03-01,10572.39,11064.75,10255.07,10314.9,10490.659,111455680.0
2018-03-02,10314.99,11090.0,10223.41,10903.13,9425.865,101118030.0
2018-03-03,10917.37,11175.0,10774.01,11029.99,8323.323,91392020.0
2018-03-04,11032.81,11503.24,11022.85,11445.0,7787.1943,88252640.0
2018-03-05,11445.0,11511.0,11054.91,11463.27,6830.5825,77049290.0
2018-03-06,11479.68,11688.0,11383.66,11415.0,9941.389,114723530.0
2018-03-07,11415.0,11420.01,10560.19,10723.76,14710.399,161242140.0
2018-03-08,10723.01,10911.78,9450.0,9904.52,26115.78,264095600.0
2018-03-09,9912.88,10150.0,9078.95,9300.0,22512.61,217283230.0
2018-03-10,9299.99,9420.39,8366.0,9228.58,29013.678,257073070.0
2018-03-11,9228.32,9514.96,8697.0,8791.47,12885.759,118141440.0
2018-03-12,8795.04,9768.37,8450.0,9535.04,16407.6,149756400.0
2018-03-13,9535.04,9892.0,8742.07,9120.75,18750.098,175095090.0
2018-03-14,9115.24,9482.79,8830.0,9142.32,15956.932,146042560.0
2018-03-15,9152.07,9356.14,7948.0,8196.69,21186.53,182175700.0
2018-03-16,8195.99,8425.0,7682.0,8265.05,18383.723,148583090.0
2018-03-17,8265.05,8613.06,7914.08,8258.54,16498.707,137219040.0
2018-03-18,8258.54,8356.4,7730.23,7860.83,12048.748,97292360.0
2018-03-19,7860.83,8324.92,7325.37,8188.24,19547.238,150313040.0
2018-03-20,8205.55,8718.74,8114.17,8596.93,19369.525,162219740.0
2018-03-21,8596.79,9051.0,8313.01,8904.02,13454.896,116494650.0
2018-03-22,8904.02,9188.1,8754.83,8893.79,12100.377,108591190.0
2018-03-23,8892.18,9099.59,8503.52,8704.67,12542.095,109531560.0
2018-03-24,8708.52,8920.79,8265.0,8920.79,13745.579,117096920.0
2018-03-25,8917.99,9020.0,8505.0,8547.0,9732.105,85816580.0
2018-03-26,8541.96,8680.0,8368.63,8453.9,9156.049,78012824.0
2018-03-27,8451.12,8500.0,7831.15,8152.26,17693.037,145244660.0
2018-03-28,8152.53,8211.62,7742.11,7791.7,12385.284,98488960.0
2018-03-29,7791.69,8104.98,7723.03,7932.41,8423.79,66781836.0
2018-03-30,7932.41,7968.0,6914.53,7088.38,22123.055,163867420.0
2018-03-31,7086.14,7302.35,6550.0,6850.0,29097.033,199554190.0
2018-04-01,6839.63,7231.73,6794.26,6928.62,11349.416,79718904.0
2018-04-02,6926.5,7045.71,6427.16,6813.52,18046.299,121116280.0
2018-04-03,6816.31,7106.5,6759.96,7052.76,13609.621,95059510.0
2018-04-04,7052.75,7506.84,7001.28,7416.27,16089.66,118021370.0
2018-04-05,7415.53,7430.0,6710.38,6799.95,15772.428,110906710.0
2018-04-06,6799.37,6928.7,6578.95,6771.69,11870.192,80097290.0
2018-04-07,6771.3,6850.0,6510.0,6618.33,8478.751,56294776.0
2018-04-08,6627.7,7069.13,6600.99,6904.9,7683.0547,52984916.0
2018-04-09,6904.21,7104.52,6894.8,7027.26,4352.695,30482266.0
2018-04-10,7027.26,7175.83,6611.49,6782.39,10102.703,69101150.0
2018-04-11,6782.16,6900.0,6653.21,6835.67,6476.61,43953084.0
2018-04-12,6824.75,6984.92,6809.26,6940.94,5821.6963,40140396.0
2018-04-13,6940.94,8069.34,6758.45,7923.78,18923.553,142823820.0
2018-04-14,7923.78,8239.33,7753.32,7896.92,19598.729,157404930.0
2018-04-15,7885.9,8232.14,7835.0,8000.41,8934.362,71673170.0
2018-04-16,8003.39,8417.0,8001.23,8354.22,7535.2075,62206156.0
2018-04-17,8353.43,8424.99,7905.0,8048.15,10833.367,87728100.0
2018-04-18,8054.68,8160.85,7806.81,7890.87,9276.545,74453920.0
2018-04-19,7890.87,8235.0,7870.35,8172.84,9227.201,74525350.0
2018-04-20,8172.83,8297.99,8074.44,8271.31,9436.462,77476760.0
2018-04-21,8273.0,8934.0,8216.9,8861.0,16059.592,136267650.0
2018-04-22,8865.78,9023.4,8608.0,8920.71,15331.954,134911400.0
2018-04-23,8924.93,9036.52,8760.0,8781.7,9346.428,83088830.0
2018-04-24,8781.7,9006.39,8771.22,8946.95,10286.056,91446680.0
2018-04-25,8942.0,9737.16,8930.0,9648.36,20385.488,189995120.0
2018-04-26,9646.31,9755.53,8751.0,8864.99,33037.14,303264700.0
2018-04-27,8855.07,9326.79,8647.29,9274.48,19998.521,177615540.0
2018-04-28,9277.32,9387.82,8901.09,8916.54,11375.417,104644230.0
2018-04-29,8921.43,9442.34,8854.47,9352.97,15558.038,143727760.0
2018-04-30,9345.12,9538.75,9180.0,9401.02,10940.618,102351640.0
2018-05-01,9401.02,9443.96,9111.0,9243.51,8085.233,74978030.0
2018-05-02,9245.38,9249.99,8815.91,9066.9,12133.447,108986840.0
2018-05-03,9066.9,9259.16,8975.23,9222.0,10553.369,96145700.0
2018-05-04,9220.0,9799.99,9165.19,9732.43,11669.98,109938740.0
2018-05-05,9737.0,9784.73,9527.38,9689.0,7326.1333,70716860.0
2018-05-06,9689.0,9948.98,9670.68,9823.28,7403.067,72755470.0
2018-05-07,9827.04,9918.41,9375.0,9618.56,8156.387,78158990.0
2018-05-08,9621.99,9634.5,9175.0,9359.52,13602.1455,126877100.0
2018-05-09,9356.79,9450.0,9015.0,9181.52,11418.498,105416580.0
2018-05-10,9169.01,9368.79,8974.62,9308.49,11368.802,104306664.0
2018-05-11,9308.48,9393.0,8987.74,9007.19,11762.687,108625060.0
2018-05-12,9018.38,9018.38,8351.0,8411.42,20383.307,177273070.0
2018-05-13,8408.79,8652.8,8208.81,8481.6,15465.07,130051510.0
2018-05-14,8481.72,8775.9,8335.56,8696.58,9835.354,84281500.0
2018-05-15,8696.54,8900.9,8286.57,8674.36,18861.266,162125360.0
2018-05-16,8674.53,8865.0,8400.0,8481.99,12391.302,107031100.0
2018-05-17,8481.99,8505.33,8100.01,8346.59,12395.744,102492020.0
2018-05-18,8337.77,8500.0,7980.0,8067.03,8225.473,67930630.0
2018-05-19,8058.16,8275.1,7929.53,8248.87,7181.032,58092180.0
2018-05-20,8248.99,8395.0,8141.08,8231.2,3784.0137,31242666.0
2018-05-21,8225.55,8590.0,8170.71,8518.48,5315.0786,44509884.0
2018-05-22,8518.64,8589.1,8320.0,8391.76,6127.148,51781230.0
2018-05-23,8403.23,8417.65,7951.41,7984.08,9099.88,74523630.0
2018-05-24,7983.98,8032.01,7435.49,7502.89,17636.133,136153890.0
2018-05-25,7509.99,7733.99,7267.24,7586.88,11629.279,87342376.0
2018-05-26,7579.3,7661.07,7328.13,7471.18,10088.853,75352470.0
2018-05-27,7459.21,7622.87,7276.04,7335.99,4043.6284,30224358.0
2018-05-28,7335.99,7412.57,7213.09,7347.39,3144.4578,22995066.0
2018-05-29,7348.64,7445.0,7084.99,7112.5,6582.8022,47646570.0
2018-05-30,7112.2,7537.0,7026.9,7469.45,11049.767,80813560.0
2018-05-31,7469.45,7559.0,7273.89,7375.73,8924.6,66342172.0
2018-06-01,7375.64,7601.23,7330.22,7492.28,7182.3467,53960210.0
2018-06-02,7492.28,7620.01,7348.45,7511.6,6762.525,50589480.0
2018-06-03,7511.72,7700.0,7438.92,7642.0,4012.0496,30474146.0
2018-06-04,7640.89,7790.69,7581.03,7703.67,4729.0693,36375596.0
2018-06-05,7712.97,7764.44,7449.68,7488.26,6990.2705,52872788.0
2018-06-06,7494.99,7685.0,7360.0,7617.98,9968.456,74707640.0
2018-06-07,7617.98,7695.46,7482.61,7658.57,7057.974,53678252.0
2018-06-08,7658.99,7750.0,7618.99,7689.28,7545.033,58062964.0
2018-06-09,7676.41,7697.0,7542.0,7618.11,4676.5776,35621984.0
2018-06-10,7618.11,7686.45,7468.31,7492.7,2382.8855,18085228.0
2018-06-11,7498.0,7498.0,6627.7,6781.17,14392.286,100253330.0
2018-06-12,6781.17,6919.97,6634.86,6880.61,11409.344,77071464.0
2018-06-13,6880.76,6880.76,6461.42,6557.66,8827.569,59093028.0
2018-06-14,6557.66,6624.45,6120.0,6308.49,19189.188,122779864.0
2018-06-15,6308.48,6708.1,6270.69,6646.1,14163.133,91983464.0
2018-06-16,6638.8,6666.66,6370.0,6390.6,7132.0522,46684708.0
